key,text,status,cdn_status,bytes,needs_purge,reason,attempts,provider
elevenlabs|el:lily|0.7||battery,battery,created,200,29952,no,,1,openai
elevenlabs|el:lily|0.7||blog,blog,created,200,61056,no,,1,openai
elevenlabs|el:lily|0.7||blogger,blogger,created,200,31488,no,,1,openai
elevenlabs|el:lily|0.7||button,button,created,200,23424,no,,1,openai
elevenlabs|el:lily|0.7||conference,conference,created,200,50688,no,,1,openai
elevenlabs|el:lily|0.7||confirm,confirm,created,200,34560,no,,1,openai
elevenlabs|el:lily|0.7||cyberbully,cyberbully,created,200,42624,no,,1,openai
elevenlabs|el:lily|0.7||database,database,created,200,36096,no,,1,openai
elevenlabs|el:lily|0.7||define,define,created,200,55296,no,,1,openai
elevenlabs|el:lily|0.7||discount,discount,created,200,38016,no,,1,openai
elevenlabs|el:lily|0.7||file,file,created,200,32640,no,,1,openai
elevenlabs|el:lily|0.7||function,function,created,200,40320,no,,1,openai
elevenlabs|el:lily|0.7||guideline,guideline,created,200,61056,no,,1,openai
elevenlabs|el:lily|0.7||identity,identity,created,200,34560,no,,1,openai
elevenlabs|el:lily|0.7||network,network,created,200,22272,no,,1,openai
elevenlabs|el:lily|0.7||particular,particular,created,200,28800,no,,1,openai
elevenlabs|el:lily|0.7||privacy,privacy,created,200,36864,no,,1,openai
elevenlabs|el:lily|0.7||resident,resident,created,200,24576,no,,1,openai
elevenlabs|el:lily|0.7||software,software,created,200,36096,no,,1,openai
elevenlabs|el:lily|0.7||stream,stream,created,200,28800,no,,1,openai
elevenlabs|el:lily|0.7||surf,surf,created,200,23424,no,,1,openai
elevenlabs|el:lily|0.7||target,target,created,200,42624,no,,1,openai
elevenlabs|el:lily|0.7||theft,theft,created,200,36096,no,,1,openai
elevenlabs|el:lily|0.7||tough,tough,created,200,20736,no,,1,openai
elevenlabs|el:lily|0.7||troll,troll,created,200,28800,no,,1,openai
elevenlabs|el:lily|0.7||update,update,created,200,24576,no,,1,openai
elevenlabs|el:lily|0.7||Wi-Fi,Wi-Fi,created,200,23424,no,,1,openai
elevenlabs|el:lily|0.7||amount,amount,created,200,26880,no,,1,openai
elevenlabs|el:lily|0.7||approach,approach,created,200,26880,no,,1,openai
elevenlabs|el:lily|0.7||beer,beer,created,200,23424,no,,1,openai
elevenlabs|el:lily|0.7||cattle,cattle,created,200,28800,no,,1,openai
elevenlabs|el:lily|0.7||cemetery,cemetery,created,200,32640,no,,1,openai
elevenlabs|el:lily|0.7||conquer,conquer,created,200,9600,no,,1,openai
elevenlabs|el:lily|0.7||county,county,created,200,19968,no,,1,openai
elevenlabs|el:lily|0.7||courtyard,courtyard,created,200,29952,no,,1,openai
elevenlabs|el:lily|0.7||currency,currency,created,200,24576,no,,1,openai
