cache_key,text,voice_id,speed,cdn_url,storage_url,source_ref,record_id,field
elevenlabs|el:lily|0.85||open-minded,open-minded,el:lily,0.85,https://audio.bigmooneducation.com/28/2822023c89a4f938e8d3e083c40c10420ef5330b50cd9beabb3c5af4af73346c.mp3,https://degqpiiddkxcuzwombwp.supabase.co/storage/v1/object/public/tts-audio/28/2822023c89a4f938e8d3e083c40c10420ef5330b50cd9beabb3c5af4af73346c.mp3,table:junior_vocab,junior_vocab:fa3b9af6-1645-4d8f-ae07-b13417e386b4,word@hubNormal
elevenlabs|el:lily|0.8||open-minded,open-minded,el:lily,0.8,https://audio.bigmooneducation.com/68/688e25beb747cf3f633c5019538e40ab17dfa8a3e86d5e2da7d009047c4f7b26.mp3,https://degqpiiddkxcuzwombwp.supabase.co/storage/v1/object/public/tts-audio/68/688e25beb747cf3f633c5019538e40ab17dfa8a3e86d5e2da7d009047c4f7b26.mp3,table:junior_vocab,junior_vocab:fa3b9af6-1645-4d8f-ae07-b13417e386b4,word@hubListen
elevenlabs|el:lily|0.7||open-minded,open-minded,el:lily,0.7,https://audio.bigmooneducation.com/c6/c68817af5d2d35bbb2ae62706d9ad29714c0e9a2194e984b583d03014779de17.mp3,https://degqpiiddkxcuzwombwp.supabase.co/storage/v1/object/public/tts-audio/c6/c68817af5d2d35bbb2ae62706d9ad29714c0e9a2194e984b583d03014779de17.mp3,table:junior_vocab,junior_vocab:fa3b9af6-1645-4d8f-ae07-b13417e386b4,word@hubSlow
openai|nova|0.85||open-minded,open-minded,nova,0.85,https://audio.bigmooneducation.com/9b/9bb224269382ad0d18f401f0a9e71554af4dc13d388e8bab6a1745cf254b3896.mp3,https://degqpiiddkxcuzwombwp.supabase.co/storage/v1/object/public/tts-audio/9b/9bb224269382ad0d18f401f0a9e71554af4dc13d388e8bab6a1745cf254b3896.mp3,table:junior_vocab,junior_vocab:fa3b9af6-1645-4d8f-ae07-b13417e386b4,word@userDefault
elevenlabs|el:lily|0.85||again,again,el:lily,0.85,https://audio.bigmooneducation.com/83/83a2b3f81b7a65f3fbb1f00fdfde6a4f64e64fa3e4183e24e1b67a61e237c89f.mp3,https://degqpiiddkxcuzwombwp.supabase.co/storage/v1/object/public/tts-audio/83/83a2b3f81b7a65f3fbb1f00fdfde6a4f64e64fa3e4183e24e1b67a61e237c89f.mp3,table:junior_vocab,junior_vocab:fa3e9e63-81a3-4d67-8655-8995afeaa77d,word@hubNormal
elevenlabs|el:lily|0.7||again,again,el:lily,0.7,https://audio.bigmooneducation.com/52/5236e90ed9234cdcba85bb9b988f0d091d2a5abd7a41797c2403f9563f5a6614.mp3,https://degqpiiddkxcuzwombwp.supabase.co/storage/v1/object/public/tts-audio/52/5236e90ed9234cdcba85bb9b988f0d091d2a5abd7a41797c2403f9563f5a6614.mp3,table:junior_vocab,junior_vocab:fa3e9e63-81a3-4d67-8655-8995afeaa77d,word@hubSlow
elevenlabs|el:lily|0.85||start over,start over,el:lily,0.85,https://audio.bigmooneducation.com/65/654c8157ab9fdfe682a5c29a5d61c140f8c8072e370c0b665cad545f4a3f990a.mp3,https://degqpiiddkxcuzwombwp.supabase.co/storage/v1/object/public/tts-audio/65/654c8157ab9fdfe682a5c29a5d61c140f8c8072e370c0b665cad545f4a3f990a.mp3,table:junior_vocab,junior_vocab:fa59ac5a-9994-443a-b162-24f7d2390f13,word@hubNormal
elevenlabs|el:lily|0.8||start over,start over,el:lily,0.8,https://audio.bigmooneducation.com/a7/a70ffc48a2dfd8ed342200b0ed1b55aa299c5eb82a410737c264232b93a39b3a.mp3,https://degqpiiddkxcuzwombwp.supabase.co/storage/v1/object/public/tts-audio/a7/a70ffc48a2dfd8ed342200b0ed1b55aa299c5eb82a410737c264232b93a39b3a.mp3,table:junior_vocab,junior_vocab:fa59ac5a-9994-443a-b162-24f7d2390f13,word@hubListen
elevenlabs|el:lily|0.7||start over,start over,el:lily,0.7,https://audio.bigmooneducation.com/fa/fa84eb21188f921f6d6c43c58a9bbe9a0a74d688460aa33f9850aeb295a6cfa2.mp3,https://degqpiiddkxcuzwombwp.supabase.co/storage/v1/object/public/tts-audio/fa/fa84eb21188f921f6d6c43c58a9bbe9a0a74d688460aa33f9850aeb295a6cfa2.mp3,table:junior_vocab,junior_vocab:fa59ac5a-9994-443a-b162-24f7d2390f13,word@hubSlow
openai|nova|0.85||start over,start over,nova,0.85,https://audio.bigmooneducation.com/ec/ecd73eef4152e55a028376cdc5007fc18d60e83c7816cf323e1a6161d5cef46b.mp3,https://degqpiiddkxcuzwombwp.supabase.co/storage/v1/object/public/tts-audio/ec/ecd73eef4152e55a028376cdc5007fc18d60e83c7816cf323e1a6161d5cef46b.mp3,table:junior_vocab,junior_vocab:fa59ac5a-9994-443a-b162-24f7d2390f13,word@userDefault
